-0.97809202;0.12451552
-0.97559202;0.07934812
-0.97309202;0.02624592
-0.97059202;-0.01953185
-0.96809202;-0.04516739
-0.96559202;-0.04943999
-0.96309202;-0.04272591
-0.96059202;-0.03601184
-0.95809202;-0.03601184
-0.95559202;-0.04272591
-0.95309202;-0.04943999
-0.95059202;-0.04516739
-0.94809202;-0.01953185
-0.94559202;0.02624592
-0.94309202;0.07934812
-0.94059202;0.12451552
-0.93809202;0.15137181
-0.93559202;0.16296884
-0.93309202;0.16296884
-0.93059202;0.15137181
-0.92809202;0.12451552
-0.92559202;0.07934812
-0.92309202;0.02624592
-0.92059202;-0.01892148
-0.91809202;-0.04638813
-0.91559202;-0.05676443
-0.91309202;-0.05676443
-0.91059202;-0.04638813
-0.90809202;-0.01892148
-0.90559202;0.02624592
-0.90309202;0.07934812
-0.90059202;0.12451552
-0.89809202;0.15137181
-0.89559202;0.16296884
-0.89309202;0.16296884
-0.89059202;0.15137181
-0.88809202;0.12451552
-0.88559202;0.07934812
-0.88309202;0.02624592
-0.88059202;-0.01953185
-0.87809202;-0.04516739
-0.87559202;-0.04943999
-0.87309202;-0.04272591
-0.87059202;-0.03662221
-0.86809202;-0.03479110
-0.86559202;-0.03540147
-0.86309202;-0.03540147
-0.86059202;-0.03540147
-0.85809202;-0.03540147
-0.85559202;-0.03540147
-0.85309202;-0.03540147
-0.85059202;-0.03540147
-0.84809202;-0.03540147
-0.84559202;-0.03540147
-0.84309202;-0.03540147
-0.84059202;-0.03479110
-0.83809202;-0.03662221
-0.83559202;-0.04272591
-0.83309202;-0.04943999
-0.83059202;-0.04516739
-0.82809202;-0.01953185
-0.82559202;0.02624592
-0.82309202;0.07934812
-0.82059202;0.12451552
-0.81809202;0.15137181
-0.81559202;0.16296884
-0.81309202;0.16296884
-0.81059202;0.15198217
-0.80809202;0.12329478
-0.80559202;0.07263406
-0.80309202;0.01220740
-0.80059202;-0.02990814
-0.79809202;-0.02807703
-0.79559202;0.01953185
-0.79309202;0.08667257
-0.79059202;0.13367108
-0.78809202;0.13367108
-0.78559202;0.08667257
-0.78309202;0.01953185
-0.78059202;-0.02868740
-0.77809202;-0.02868740
-0.77559202;0.01953185
-0.77309202;0.08667257
-0.77059202;0.13306069
-0.76809202;0.13489181
-0.76559202;0.09399701
-0.76309202;0.03357036
-0.76059202;-0.01770074
-0.75809202;-0.04699850
-0.75559202;-0.05676443
-0.75309202;-0.05676443
-0.75059202;-0.04638813
-0.74809202;-0.01892148
-0.74559202;0.02624592
-0.74309202;0.07934812
-0.74059202;0.12451552
-0.73809202;0.15015107
-0.73559202;0.15564440
-0.73309202;0.14893033
-0.73059202;0.14160588
-0.72809202;0.14038515
-0.72559202;0.14160588
-0.72309202;0.14160588
-0.72059202;0.14038515
-0.71809202;0.14160588
-0.71559202;0.14893033
-0.71309202;0.15564440
-0.71059202;0.15015107
-0.70809202;0.12451552
-0.70559202;0.07934812
-0.70309202;0.02624592
-0.70059202;-0.01892148
-0.69809202;-0.04638813
-0.69559202;-0.05676443
-0.69309202;-0.05676443
-0.69059202;-0.04638813
-0.68809202;-0.01892148
-0.68559202;0.02624592
-0.68309202;0.07934812
-0.68059202;0.12451552
-0.67809202;0.15137181
-0.67559202;0.16296884
-0.67309202;0.16296884
-0.67059202;0.15198217
-0.66809202;0.12329478
-0.66559202;0.07263406
-0.66309202;0.01220740
-0.66059202;-0.02929777
-0.65809202;-0.02929777
-0.65559202;0.01220740
-0.65309202;0.07263406
-0.65059202;0.12329478
-0.64809202;0.15198217
-0.64559202;0.16296884
-0.64309202;0.16296884
-0.64059202;0.15198217
-0.63809202;0.12329478
-0.63559202;0.07263406
-0.63309202;0.01220740
-0.63059202;-0.02990814
-0.62809202;-0.02807703
-0.62559202;0.01953185
-0.62309202;0.08667257
-0.62059202;0.13367108
-0.61809202;0.13367108
-0.61559202;0.08667257
-0.61309202;0.01953185
-0.61059202;-0.02807703
-0.60809202;-0.02990814
-0.60559202;0.01220740
-0.60309202;0.07263406
-0.60059202;0.12329478
-0.59809202;0.15076144
-0.59559202;0.15564440
-0.59309202;0.14893033
-0.59059202;0.14160588
-0.58809202;0.14160588
-0.58559202;0.14893033
-0.58309202;0.15564440
-0.58059202;0.15076144
-0.57809202;0.12329478
-0.57559202;0.07263406
-0.57309202;0.01220740
-0.57059202;-0.02929777
-0.56809202;-0.02929777
-0.56559202;0.01220740
-0.56309202;0.07263406
-0.56059202;0.12329478
-0.55809202;0.15076144
-0.55559202;0.15564440
-0.55309202;0.14893033
-0.55059202;0.14160588
-0.54809202;0.14038515
-0.54559202;0.14160588
-0.54309202;0.14160588
-0.54059202;0.14038515
-0.53809202;0.14038515
-0.53559202;0.14160588
-0.53309202;0.14160588
-0.53059202;0.14038515
-0.52809202;0.14038515
-0.52559202;0.14160588
-0.52309202;0.14160588
-0.52059202;0.14038515
-0.51809202;0.14038515
-0.51559202;0.14160588
-0.51309202;0.14160588
-0.51059202;0.14038515
-0.50809202;0.14038515
-0.50559202;0.14160588
-0.50309202;0.14160588
-0.50059202;0.14038515
-0.49809202;0.14038515
-0.49559202;0.14160588
-0.49309202;0.14160588
-0.49059202;0.14038515
-0.48809202;0.14038515
-0.48559202;0.14160588
-0.48309202;0.14160588
-0.48059202;0.14038515
-0.47809202;0.14038515
-0.47559202;0.14160588
-0.47309202;0.14160588
-0.47059202;0.14038515
-0.46809202;0.14038515
-0.46559202;0.14160588
-0.46309202;0.14160588
-0.46059202;0.14038515
-0.45809202;0.14038515
-0.45559202;0.14160588
-0.45309202;0.14160588
-0.45059202;0.14038515
-0.44809202;0.14038515
-0.44559202;0.14160588
-0.44309202;0.14160588
-0.44059202;0.14038515
-0.43809202;0.14160588
-0.43559202;0.14893033
-0.43309202;0.15564440
-0.43059202;0.15015107
-0.42809202;0.12451552
-0.42559202;0.07934812
-0.42309202;0.02624592
-0.42059202;-0.01892148
-0.41809202;-0.04638813
-0.41559202;-0.05676443
-0.41309202;-0.05676443
-0.41059202;-0.04577776
-0.40809202;-0.02136296
-0.40559202;0.01220740
-0.40309202;0.05127110
-0.40059202;0.10498367
-0.39809202;0.18127994
-0.39559202;0.27283546
-0.39309202;0.36500138
-0.39059202;0.45167392
-0.38809202;0.52491838
-0.38559202;0.57191688
-0.38309202;0.59694207
-0.38059202;0.63417464
-0.37809202;0.70619833
-0.37559202;0.79653311
-0.37309202;0.88198495
-0.37059202;0.96865749
-0.36809202;1.06814778
-0.36559202;1.16519666
-0.36309202;1.24332404
-0.36059202;1.32084107
-0.35809202;1.42033148
-0.35559202;1.52653587
-0.35309202;1.61198771
-0.35059202;1.68218029
-0.34809202;1.75542462
-0.34559202;1.81890321
-0.34309202;1.85125279
-0.34059202;1.87444687
-0.33809202;1.92083502
-0.33559202;1.97515798
-0.33309202;2.00750756
-0.33059202;2.03924680
-0.32809202;2.11249113
-0.32559202;2.21442294
-0.32309202;2.29987478
-0.32059202;2.37434006
-0.31809202;2.47383046
-0.31559202;2.58308673
-0.31309202;2.66121411
-0.31059202;2.72652364
-0.30809202;2.82601404
-0.30559202;2.94442582
-0.30309202;3.02926731
-0.30059202;3.08847308
-0.29809202;3.16049695
-0.29559202;3.22946858
-0.29309202;3.25510430
-0.29059202;3.27097392
-0.28809202;3.34116650
-0.28559202;3.44798112
